tag	category	total	roms	images
English Translated by Pennywise	TranslationCredit	1	1	0
English Translated by PentarouZero	TranslationCredit	1	1	0
English Translated by PentarouZero, Rev 1d	TranslationCredit	1	1	0
English Translated by Phantasian Productions, Rev Pre-1.1 ToP Test Fix With Addendum by FlamePurge and Mziab, Rev 1.1b	TranslationCredit	1	1	0
English Translated by Plissken	TranslationCredit	1	1	0
English Translated by Plissken, Rev 1.02	TranslationCredit	1	1	0
English Translated by Pokeytax, Rev 1.1	TranslationCredit	1	1	0
English Translated by RIP Translations	TranslationCredit	1	1	0
English Translated by RIP Translations, Rev 1.1	TranslationCredit	1	1	0
English Translated by Ralf Guth, Rev 0.6.1	TranslationCredit	1	1	0
English Translated by Rari_teh, Rev 1.1	TranslationCredit	1	1	0
English Translated by Rasputin3000, Rev 0.999	TranslationCredit	1	1	0
English Translated by Raw Le Klueze	TranslationCredit	1	1	0
English Translated by Retrodadandmodernlad, Rev 0.9	TranslationCredit	1	1	0
English Translated by Riderr3, Rev 1.1	TranslationCredit	1	1	0
English Translated by Robertmvsa, Rev 1.2	TranslationCredit	1	1	0
English Translated by Ryu	TranslationCredit	1	1	0
English Translated by Shadowmask and SoloNerfherder	TranslationCredit	1	1	0
English Translated by ShivaSaturn	TranslationCredit	1	1	0
English Translated by Shubibiman and Cabbage	TranslationCredit	1	1	0
English Translated by SnowyAria, Rev 1.1	TranslationCredit	1	1	0
English Translated by Someitalian123	TranslationCredit	1	1	0
English Translated by Specialagentape	TranslationCredit	1	1	0
English Translated by Star Trinket	TranslationCredit	1	1	0
English Translated by Star Trinket - Beta	TranslationCredit	1	1	0
English Translated by Stellar Assault SS Localization Team	TranslationCredit	1	1	0
English Translated by Stephwag, Rev 0.2	TranslationCredit	1	1	0
English Translated by Supper and Mafoo343	TranslationCredit	1	1	0
English Translated by The Spoony Bard	TranslationCredit	1	1	0
English Translated by TiCo	TranslationCredit	1	1	0
English Translated by TransGen	TranslationCredit	1	1	0
English Translated by TrekkiesUnite118	TranslationCredit	1	1	0
English Translated by TrekkiesUnite118, Rev 0.9.1	TranslationCredit	1	1	0
English Translated by TrekkiesUnite118, Rev 1.5.1a - Dubbed Version	TranslationCredit	1	1	0
English Translated by Unknown	TranslationCredit	1	1	0
English Translated by Vermillion Desserts	TranslationCredit	1	1	0
English Translated by Verve Fanworks, Rev 1.04	TranslationCredit	1	1	0
English Translated by Vice Translations	TranslationCredit	1	1	0
English Translated by Walxer, Rev 0.81	TranslationCredit	1	1	0
English Translated by Walxer, Rev 0.85	TranslationCredit	1	1	0
English Translated by Wonder-inc, Rev 1.01 - NTSC Version	TranslationCredit	1	1	0
English Translated by Zander3312, Rev 0.9	TranslationCredit	1	1	0
English Translated, Prototype	TranslationCredit	1	1	0
English Translated, Rev 0.95 With English Dub Patch, Rev 1.1, by Burnt Lasagna	TranslationCredit	1	1	0
English Translated, Rev 0.98, by Nebulous Translations	TranslationCredit	1	1	0
English Translated, Rev 0.99, by Gaijin Productions	TranslationCredit	1	1	0
English Translated, Rev 0.99, by Spinner 8 and Friends	TranslationCredit	1	1	0
English Translated, Rev 0.99b, by Gaijin Productions and Zatos Hacks	TranslationCredit	1	1	0
English Translated, Rev 021210, by Zoinkity	TranslationCredit	1	1	0
English Translated, Rev 1.01, by Dave Shadoff and Filler	TranslationCredit	1	1	0
English Translated, Rev 1.01, by Gil Galad	TranslationCredit	1	1	0
English Translated, Rev 1.01, by MrRichard999	TranslationCredit	1	1	0
English Translated, Rev 1.01, by Onionzoo and Cabbage	TranslationCredit	1	1	0
English Translated, Rev 1.01, by Ozidual	TranslationCredit	1	1	0
English Translated, Rev 1.01, by Zoinkity	TranslationCredit	1	1	0
English Translated, Rev 1.02, by Ozidual	TranslationCredit	1	1	0
English Translated, Rev 1.1	TranslationCredit	1	1	0
English Translated, Rev 1.1, by Filler and Cabbage	TranslationCredit	1	1	0
English Translated, Rev 1.1, by Jordiway73	TranslationCredit	1	1	0
English Translated, Rev 1.1, by MooZ and Shubibiman	TranslationCredit	1	1	0
English Translated, Rev 1.1, by Nebulous Translations	TranslationCredit	1	1	0
English Translated, Rev 1.1, by Procyon	TranslationCredit	1	1	0
English Translated, Rev 1.1, by Spinner 8 and Friends	TranslationCredit	1	1	0
English Translated, Rev 1.1, by Vice Translations	TranslationCredit	1	1	0
English Translated, Rev 1.2	TranslationCredit	1	1	0
English Translated, Rev 1.2, by Lipemco! Translations	TranslationCredit	1	1	0
English Translated, Rev 1.2, by Super Roboprotector	TranslationCredit	1	1	0
English Translated, Rev 1.2, by tAz-07	TranslationCredit	1	1	0
English Translated, Rev 1.3, by D	TranslationCredit	1	1	0
English Translated, Rev 1.3, by Zoinkity	TranslationCredit	1	1	0
English Translated, Rev 1.31, by Spinner 8 and Friends	TranslationCredit	1	1	0
English Translated, Rev 1.77, by Star Trinket	TranslationCredit	1	1	0
English Translated, Rev 1E, by Dave Shadoff	TranslationCredit	1	1	0
English Translated, Rev 2, by Psyklax	TranslationCredit	1	1	0
English Translated, Rev 2.33, by Columbo	TranslationCredit	1	1	0
English Translated, Rev 3, by VPW	TranslationCredit	1	1	0
English Translated, Rev v1.1, by Supper	TranslationCredit	1	1	0
English Translated, Rev v1.3, by Supper	TranslationCredit	1	1	0
English Translation by Brandnewscooby	TranslationCredit	1	1	0
English Translation by Puppy	TranslationCredit	1	1	0
English Translation by Ripper, Rev 0.19	TranslationCredit	1	1	0
Enhanced Soundtrack Disc	NeedsReview	1	0	1
Enterbrain Collection	NeedsReview	1	0	1
Ep-MyCard	NeedsReview	1	0	1
Episode 1 Tsuki no Shinden	NeedsReview	1	0	1
Episode 2 Shitou! Wily Numbers	NeedsReview	1	0	1
Episode 23	NeedsReview	1	0	1
Episode 24	NeedsReview	1	0	1
Episode 25	NeedsReview	1	0	1
Episode 26	NeedsReview	1	0	1
Episode 3 Saigo no Tatakai!!	NeedsReview	1	0	1
Equinoxe - 2017	NeedsReview	1	1	0
Es+En,Fr,De,Es,It	NeedsReview	1	0	1
Es,Ca	Language	1	0	1
Es,It+En,Es,It,Sv,Da	NeedsReview	1	0	1
Es,It+Es	NeedsReview	1	0	1
Es,It+It	NeedsReview	1	0	1
Es,It,Nl	Language	1	0	1
Es,Nl	Language	1	0	1
Es,Sv,No	Language	1	0	1
Escape, Triple Peaks, and Numbers - EU	NeedsReview	1	1	0
Europe, Germany	Region	1	0	1
Europe-ban	NeedsReview	1	0	1
Evasive+, Satellite, Bombs Away, and Farewell... - EU	NeedsReview	1	1	0
Evercade, GOG	Platform	1	0	1
Everything Unlocked Patch by Triclon - NA	HackOrPatchCredit	1	1	0
Expert - Desert	NeedsReview	1	1	0
Expert - Dirt	NeedsReview	1	1	0
Extra Box	NeedsReview	1	0	1
F	NeedsReview	1	0	1
F-202	NeedsReview	1	0	1
F-4001	NeedsReview	1	1	0
F-4002	NeedsReview	1	1	0
F-4003	NeedsReview	1	1	0
F-4004	NeedsReview	1	1	0
F-4005	NeedsReview	1	1	0
F-4006	NeedsReview	1	1	0
F-4007	NeedsReview	1	1	0
F-4008	NeedsReview	1	1	0
F-4009	NeedsReview	1	1	0
F-4010	NeedsReview	1	1	0
F-Y2	NeedsReview	1	1	0
FAAT, FABT, FACT	NeedsReview	1	0	1
FABT, FACT, FAET, FAFT	NeedsReview	1	0	1
FACT	NeedsReview	1	0	1
FACT, FADT	NeedsReview	1	0	1
FAFT	NeedsReview	1	0	1
FC999	NeedsReview	1	1	0
FK-8004	NeedsReview	1	1	0
FK-8006	NeedsReview	1	1	0
FK-8379	NeedsReview	1	1	0
FK-C4-33	NeedsReview	1	1	0
FL-4466A	NeedsReview	1	1	0
FL-58	NeedsReview	1	1	0
FM Music Patch - NA	HackOrPatchCredit	1	1	0
FM Sound Patch, Rev 1.2 - NA	HackOrPatchCredit	1	1	0
FS006	NeedsReview	1	1	0
FS303	NeedsReview	1	1	0
FS305	NeedsReview	1	1	0
FS308	NeedsReview	1	1	0
Famitsuu Version	NeedsReview	1	0	1
Fast Version	NeedsReview	1	1	0
FastROM Hack by Wiiq and Conn, Rev 20160429	HackOrPatchCredit	1	1	0
Faster Walking Speed Patch by Diogo Ribeiro - NA	HackOrPatchCredit	1	1	0
Fears Behind	NeedsReview	1	0	1
Field Hunter	NeedsReview	1	0	1
Fiendish Freddy's Big Top o' Fun, Flimbo’s Quest, Klax & International Soccer	NeedsReview	1	1	0
Final Cut	NeedsReview	1	0	1
Fingers - NA, Rev 1 - Disc 1	NeedsReview	1	1	0
Fire and Earth - NA - Disc 1	NeedsReview	1	1	0
Fivers and Telly Trivia - EU	NeedsReview	1	1	0
Fixed E-F Color Bug	NeedsReview	1	1	0
Flashback Entertainment	NeedsReview	1	1	0
Flight of Fantasy, Occult Connection, The Last Battle, and Matt Lucas - EU	NeedsReview	1	1	0
Fortress, Solitaire, T 'n' T, and Shoot-em-Up - EU	NeedsReview	1	1	0
Forward Entry	NeedsReview	1	0	1
Fourteen-Out and D.O.E. P.S.A. Skittles - EU	NeedsReview	1	1	0
Fr+En	NeedsReview	1	0	1
Fr+En,Fr,De,Es,It	NeedsReview	1	0	1
Fr,De,Es,It,Nl	Language	1	0	1
Fr,De,Es,It,Nl,Pt	Language	1	0	1
Fr,De,Es,It,Nl,Sv,Da	Language	1	0	1
Fr,De,Es,It,Sv	Language	1	0	1
Fr,De,Es,Nl	Language	1	0	1
Fr,De,It,Nl	Language	1	0	1
Fr,De,Pt	Language	1	0	1
Fr,Es	Language	1	0	1
Fr,It	Language	1	0	1
Fr,Nl+Fr,De,Nl	NeedsReview	1	0	1
Fr,Nl,Pl	Language	1	0	1
Fr,Nl,Sv,No,Da	Language	1	0	1
Frame Rate Improvement and 6 Button Patch by Ti - NA	HackOrPatchCredit	1	1	0
France, Spain	Region	1	0	1
Freem Edition Patch, Rev 2023-07-30, by Freem and Friends - JP	HackOrPatchCredit	1	1	0
Freetime, Strategy, Cash-Flow, Solitaire, and Defusion! - EU	NeedsReview	1	1	0
Frisbee Ken John - JP	NeedsReview	1	1	0
From Seiya Monogatari Taikenban - JP	NeedsReview	1	1	0
Fruit Machine, Laser Dodge, Yahtzee, Drac Attack, Worms World, Dead Ducks, Dan's Diamonds, Solitaire, Simon, Annoyance, and Spec Tiles - EU	NeedsReview	1	1	0
Fruity, Bug2, and Gardner - EU	NeedsReview	1	1	0
Future was 8bit, The - 2020	NeedsReview	1	1	0
GBA Enhanced	NeedsReview	1	0	1
GF3 B	NeedsReview	1	1	0
GF4-2 F	NeedsReview	1	1	0
GF4-2 X	NeedsReview	1	1	0
Gallop	NeedsReview	1	0	1
Galvinator - EU	NeedsReview	1	1	0
Game Honpen	NeedsReview	1	0	1
GameCube, Zelda Collection	NeedsReview	1	0	1
Gamecube	Platform	1	0	1
Gamtec	NeedsReview	1	1	0
Geir Straume - 2022	NeedsReview	1	1	0
Gem-X, Sports Game, Immortal Combat, and Universe - EU	NeedsReview	1	1	0
General Instrument	NeedsReview	1	0	1
General Knowledge Quiz, Toad Shot, and City Bomber - EU	NeedsReview	1	1	0
Genghis Khan	NeedsReview	1	1	0
Gensokigou Master	NeedsReview	1	0	1
Gentei Set	NeedsReview	1	0	1
Ghost Sweeper	NeedsReview	1	0	1
Glitchcore Version	NeedsReview	1	1	0
Global Game Jam 2016	NeedsReview	1	1	0
Global Game Jam 2020	NeedsReview	1	1	0
Global Game Selection 2000	NeedsReview	1	0	1
Go!, Adventurer, Santa Goes Psycho, A Nightmare on Sesame Street, and Banzai! Solitaire - EU	NeedsReview	1	1	0
Goatscrote - 2022	NeedsReview	1	1	0
Gold Mine - Rev 4, Pontoon, and Two-in-a-Bed - EU	NeedsReview	1	1	0
Goliath	NeedsReview	1	0	1
Graffiti - EU	NeedsReview	1	1	0
Gran Turismo Mode	NeedsReview	1	0	1
Gridlock, The Roman Empire, and Eater - EU	NeedsReview	1	1	0
Gridwords and Tap Trouble - EU	NeedsReview	1	1	0
Grue Knapped! - EU	NeedsReview	1	1	0
Guessagram, Japanese Patience, and Snake Mania - EU	NeedsReview	1	1	0
Guesshue and A Day at the Races - EU	NeedsReview	1	1	0
GunBullet + GunCon	NeedsReview	1	0	1
HES	NeedsReview	1	1	0
HMNK-143	NeedsReview	1	1	0
HOT B	NeedsReview	1	0	1
Hacker International	NeedsReview	1	1	0
Hanafuda de Koi!	NeedsReview	1	0	1
Hangman and Patience - EU	NeedsReview	1	1	0
Hard	NeedsReview	1	1	0
HesWare	NeedsReview	1	1	0
Hey Sung	NeedsReview	1	1	0
HiCom	NeedsReview	1	0	1
Hindsbosoft - 2014	NeedsReview	1	1	0
History of Super Robot Wars	NeedsReview	1	0	1
Home World and Stom - EU	NeedsReview	1	1	0
Homeworld, Light Cycles, and Sum Game - EU	NeedsReview	1	1	0
Honpen Disc Ichi	NeedsReview	1	0	1
Honpen Disc Ni	NeedsReview	1	0	1
Hot Mario Campaign	NeedsReview	1	0	1
Hot Pursuit and Solitaire - EU	NeedsReview	1	1	0
Hudson Soft	NeedsReview	1	0	1
Hulten Brothers - 2014	NeedsReview	1	1	0
Hunchy - EU	NeedsReview	1	1	0
IC4-4 B-1	NeedsReview	1	1	0
IC4-4 X	NeedsReview	1	1	0
INTV	NeedsReview	1	0	1
INTV Corp.	NeedsReview	1	0	1
Ichigo Disc	NeedsReview	1	0	1
Il Gioco	NeedsReview	1	0	1
Imagic	NeedsReview	1	1	0
Impossamole - EU	NeedsReview	1	1	0
Improved Version	NeedsReview	1	0	1
India	Region	1	0	1
Indoor	NeedsReview	1	1	0
Infinite Games	Label	1	1	0
Infinite R.E. - EU	NeedsReview	1	1	0
Infinite lives	NeedsReview	1	1	0
Input 64	NeedsReview	1	1	0
Interactive Sampler CD	NeedsReview	1	0	1
Interceptor	NeedsReview	1	1	0
Intermission Disc	NeedsReview	1	0	1
Interplay 1988	NeedsReview	1	1	0
Intro	NeedsReview	1	1	0
Introes	NeedsReview	1	0	1
Invaders from Planet X - EU	NeedsReview	1	1	0
Invasion, SAM Mines, and Bats - EU	NeedsReview	1	1	0
Invasion, TankZap, and Green's Games - EU	NeedsReview	1	1	0
Invincibility	NeedsReview	1	1	0
It,Nl	Language	1	0	1
It,Sv	Language	1	0	1
J-D1	NeedsReview	1	1	0
JAL Kinai Hanbai Gentei	NeedsReview	1	0	1
JF-002	NeedsReview	1	1	0
JJ-01	NeedsReview	1	1	0
JMHWANG	NeedsReview	1	0	1
JP - 4MB Hack Patch by YZB, Rev 2020-05-31	HackOrPatchCredit	1	1	0
JP - 4MB Hack Patch by YZB, Rev 2020-06-07	HackOrPatchCredit	1	1	0
JP - 4MB Hack Patch by YZB, Rev 2020-08-24	HackOrPatchCredit	1	1	0
JP - 4MB Hack Patch by YZB, Rev 2022-08-01	HackOrPatchCredit	1	1	0
JP - All Heroes Patch by Shadow501, Rev 1.2	HackOrPatchCredit	1	1	0
JP - Disc 1 - Arcade	Disc+Region+Platform	1	1	0
JP - Disc 1 - Disc-B	Disc+Region	1	1	0
JP - Disc 1 - Disc-F	Disc+Region	1	1	0
JP - Disc 1 - English Dubbed by John Osborne, Rev 2	NeedsReview	1	1	0
JP - Disc 1 - English Translated by John Osborne With Cross MOD Patch by the Weekdays in Forsena Group, Rev 7.1	TranslationCredit	1	1	0
JP - Disc 1 - English Translated by KBLO, Rev 20251010 - Dubbed Version	TranslationCredit	1	1	0
JP - Disc 1 - Ichigo	NeedsReview	1	1	0
JP - Disc 1 - Kamen Rider	NeedsReview	1	1	0
JP - Disc 1 - Langrisser IV - English Translated by Kil, Rev 1.3	TranslationCredit	1	1	0
JP - Disc 1 - Thunder Storm	NeedsReview	1	1	0
JP - Disc 1 - Thunder Storm LX-3	NeedsReview	1	1	0
JP - Disc 1 - Vol. 1 - Toki no Maigo	NeedsReview	1	1	0
JP - Disc 2 - Addition	NeedsReview	1	1	0
JP - Disc 2 - Append	NeedsReview	1	1	0
JP - Disc 2 - English Dubbed by John Osborne, Rev 2	NeedsReview	1	1	0
JP - Disc 2 - English Translated by John Osborne With Cross MOD Patch by the Weekdays in Forsena Group, Rev 7.1	TranslationCredit	1	1	0
JP - Disc 2 - Gallop	NeedsReview	1	1	0
JP - Disc 2 - Momo	NeedsReview	1	1	0
JP - Disc 2 - Omake Disc	NeedsReview	1	1	0
JP - Disc 2 - Portrait CD	NeedsReview	1	1	0
JP - Disc 2 - Premium CD	NeedsReview	1	1	0
JP - Disc 2 - Sengoku Kawaraban - Digital Edition	NeedsReview	1	1	0
JP - Disc 2 - Shadow Over Mystara	NeedsReview	1	1	0
JP - Disc 2 - Vol. 2 - Inochigake no Tabi	NeedsReview	1	1	0
JP - Disc 3 - Vol. 3 - Watashi ni Sayonara wo	NeedsReview	1	1	0
JP - English Translated by Bulk Slash English Localization Team, Rev 1.001 - Dubbed Version	TranslationCredit	1	1	0
JP - English Translated by Exxistance - Dubbed Version	TranslationCredit	1	1	0
JP - English Translated by Gemini, Throughhim413, and Tom, Rev 1.2	TranslationCredit	1	1	0
JP - English Translated by Hemulen	TranslationCredit	1	1	0
JP - English Translated by Hilltop, Rev 1.1 - Classic Arale Version	TranslationCredit	1	1	0
JP - English Translated by KoolFiller, Rev 2025-06-14 - Dubbed Version	TranslationCredit	1	1	0
JP - English Translated by Malenko, Rev 2024.02.04-01 - Revised Version	TranslationCredit	1	1	0
JP - English Translated by Meduza Team, Rev 1.1 - Ultimate Fork PSX Script Version	TranslationCredit	1	1	0
JP - English Translated by Meduza Team, Rev 1.1 - Ultimate PSP Script Version	TranslationCredit	1	1	0
JP - English Translated by Mentil With EX Patch by Paul_met	TranslationCredit	1	1	0
JP - English Translated by Shining Force III Translation Project, Rev 25.1	TranslationCredit	1	1	0
JP - Eurobeat Mix Patch by Mr357	HackOrPatchCredit	1	1	0
JP - FastROM Hack by Bankbank, Rev 1.04	HackOrPatchCredit	1	1	0
JP - FastROM Hack by Kandowontu, Rev 1.2	HackOrPatchCredit	1	1	0
JP - FastROM Hack by Kandowontu, Rev 1.21	HackOrPatchCredit	1	1	0
JP - Hybrid Version	NeedsReview	1	1	0
JP - Kisekae Disc Kanzenban	NeedsReview	1	1	0
JP - Limit Over Hack by CafeBreak Project, Rev 2.1 - English Translated by Ms. Tea	TranslationCredit	1	1	0
JP - MZD Mod Patch by BoubouV12, Rev 25-01-2025	HackOrPatchCredit	1	1	0
JP - Quality of Life Improvements Patch by Privateye	HackOrPatchCredit	1	1	0
JP - SRAM, Scroll Speed, and Stereo Patches by Blizzz, Rev 1b	NeedsReview	1	1	0
JP - Wizardry VI - Bane of the Cosmic Forge - English Translated by Remisse, Rev 0.51 - Enhanced Version	TranslationCredit	1	1	0
JP, Rev 1 - FastROM Hack by Kandowontu	HackOrPatchCredit	1	1	0
JP, Rev B - Quality of Life Improvements Patch by Privateye	HackOrPatchCredit	1	1	0
JP, Rev C	Region+Revision	1	1	0
JR Nishi-Nihon Presents	NeedsReview	1	0	1
JY-011	NeedsReview	1	1	0
JY-035	NeedsReview	1	1	0
JY-074	NeedsReview	1	1	0
JY-076	NeedsReview	1	1	0
JY-120A	NeedsReview	1	1	0
JY-227	NeedsReview	1	1	0
JY-609	NeedsReview	1	1	0
JY010	NeedsReview	1	1	0
JY039	NeedsReview	1	1	0
Ja,Ko	Language	1	0	1
Janky Multiplayer	NeedsReview	1	1	0
Japan, Europe, Australia	Region	1	0	1
Japan, Europe, Korea	Region	1	0	1
Japan, USA, Korea	Region	1	0	1
Japanese Original Version - English Translated With Save Fix by John Osborne	TranslationCredit	1	1	0
Jet Set SAM, Bee Bopping, Addiction, and Last Stand II - EU	NeedsReview	1	1	0
Jeu	NeedsReview	1	0	1
Jim Roof	NeedsReview	1	1	0
John Christian Lønningdal and Saul Cross - 2016	NeedsReview	1	1	0
Jon Wells - 2001	NeedsReview	1	1	0
Joypad	NeedsReview	1	0	1
Juice - NA, Rev 1 - Disc 2	NeedsReview	1	1	0
Jumper and Snake! - EU	NeedsReview	1	1	0
Just-in-Case	NeedsReview	1	1	0
Just-in-Caser	NeedsReview	1	1	0
Just-in-Casest	NeedsReview	1	1	0
K	NeedsReview	1	1	0
K-E3	NeedsReview	1	1	0
K-Tel	NeedsReview	1	1	0
K-W3	NeedsReview	1	1	0
K-tel	NeedsReview	1	1	0
K1023	NeedsReview	1	1	0
K23-001	NeedsReview	1	1	0
K4022	NeedsReview	1	1	0
K4033	NeedsReview	1	1	0
KG-410	NeedsReview	1	1	0
KG-448	NeedsReview	1	1	0
KG-449	NeedsReview	1	1	0
KG-450	NeedsReview	1	1	0
KG-457	NeedsReview	1	1	0
KG-458	NeedsReview	1	1	0
KG-459	NeedsReview	1	1	0
KG-460	NeedsReview	1	1	0
KG-461	NeedsReview	1	1	0
KG-462	NeedsReview	1	1	0
KG-481	NeedsReview	1	1	0
KG-483	NeedsReview	1	1	0
KG-495	NeedsReview	1	1	0
KG-496	NeedsReview	1	1	0
KG-497	NeedsReview	1	1	0
KS-7010	NeedsReview	1	1	0
KS-7012	NeedsReview	1	1	0
KS-7013	NeedsReview	1	1	0
KS-7016	NeedsReview	1	1	0
KS-7016B	NeedsReview	1	1	0
KS-7021A	NeedsReview	1	1	0
KS-7030	NeedsReview	1	1	0
KS-7031	NeedsReview	1	1	0
KS-7032	NeedsReview	1	1	0
KS-7037	NeedsReview	1	1	0
KS-7047	NeedsReview	1	1	0
KS-7057	NeedsReview	1	1	0
KT 2136	NeedsReview	1	1	0
KT-2128	NeedsReview	1	1	0
KT-2214	NeedsReview	1	1	0
KY-2001	NeedsReview	1	1	0
Kabuto - 2012	NeedsReview	1	1	0
Kamen Rider	NeedsReview	1	0	1
Kari	NeedsReview	1	0	1
Karmic - 2021	NeedsReview	1	1	0
Karsten Senkel - 2020	NeedsReview	1	1	0
Kayou-ban	NeedsReview	1	0	1
Keihin Ban	NeedsReview	1	0	1
Kellogg Original Waku Waku Doki Doki Ninki Game Chara Daishuugou! - JP	NeedsReview	1	1	0
Key Disc	NeedsReview	1	0	1
Kickstarter Version	NeedsReview	1	1	0
Kiosk, E3 1997	NeedsReview	1	0	1
Kisekae Disc	NeedsReview	1	0	1
Kisekae Disc Kanzenban	NeedsReview	1	0	1
Knock-Out, SAM Coupé Derby, and Guess the Number - EU	NeedsReview	1	1	0
Knockout Whist, Bug Fever, Ludo, and Mastermind - EU	NeedsReview	1	1	0
Kobyashi Ag'Kwo, Crack City, Diablo, and The Darkest Road - EU	NeedsReview	1	1	0
Koei the Best	NeedsReview	1	0	1
Kojiroh Disc	NeedsReview	1	0	1
Kor,A	NeedsReview	1	1	0
Kor2	NeedsReview	1	1	0
Korean,Alt	Region+Revision	1	1	0
Kou Yuukan Hen	NeedsReview	1	0	1
Koukousei Jidai	NeedsReview	1	0	1
LA01	NeedsReview	1	1	0
LA03	NeedsReview	1	1	0
LA04	NeedsReview	1	1	0
LA05	NeedsReview	1	1	0
LA06	NeedsReview	1	1	0
LA07	NeedsReview	1	1	0
LA10	NeedsReview	1	1	0
LA16	NeedsReview	1	1	0
LA17	NeedsReview	1	1	0
LA20	NeedsReview	1	1	0
LA22	NeedsReview	1	1	0
LA25	NeedsReview	1	1	0
LA34	NeedsReview	1	1	0
LA40	NeedsReview	1	1	0
LA42	NeedsReview	1	1	0
LA59	NeedsReview	1	1	0
LB16	NeedsReview	1	1	0
LB30	NeedsReview	1	1	0
LB31	NeedsReview	1	1	0
LB33	NeedsReview	1	1	0
LB35	NeedsReview	1	1	0
LC-Games - 2022	NeedsReview	1	1	0
LC10	NeedsReview	1	1	0
LD12	NeedsReview	1	1	0
LD28	NeedsReview	1	1	0
LE05	NeedsReview	1	1	0
LE08	NeedsReview	1	1	0
LE10	NeedsReview	1	1	0
LEE05040	NeedsReview	1	1	0
LEE08072	NeedsReview	1	1	0
LF11	NeedsReview	1	1	0
LF36	NeedsReview	1	1	0
LG06	NeedsReview	1	1	0
LG25	NeedsReview	1	1	0
LG4 E	NeedsReview	1	1	0
LG4 X	NeedsReview	1	1	0
LH09	NeedsReview	1	1	0
LH10	NeedsReview	1	1	0
LH12	NeedsReview	1	1	0
LH15	NeedsReview	1	1	0
LH28	NeedsReview	1	1	0
LH29	NeedsReview	1	1	0
LH30	NeedsReview	1	1	0
LH32	NeedsReview	1	1	0
LH42	NeedsReview	1	1	0
LH51	NeedsReview	1	1	0
LH53	NeedsReview	1	1	0
LH54	NeedsReview	1	1	0
LH57	NeedsReview	1	1	0
LH89	NeedsReview	1	1	0
LH90	NeedsReview	1	1	0
La Documentation	NeedsReview	1	0	1
Labyrinth and 9D Noughts and Crosses - EU	NeedsReview	1	1	0
Langrisser IV Disc	NeedsReview	1	0	1
Langrisser V Disc	NeedsReview	1	0	1
Laser Squad, Black Jack, and Circuitry - EU	NeedsReview	1	1	0
Later	NeedsReview	1	0	1
Lawson Station	NeedsReview	1	0	1
Lazycow - 2019	NeedsReview	1	1	0
Lemming Attack - EU	NeedsReview	1	1	0
Lemmings, Bong!, Worms World, Jaws, Dice Game, and Ore Warz Extra levels - EU	NeedsReview	1	1	0
Let's Sugoroku	NeedsReview	1	0	1
Level 1	NeedsReview	1	0	1
Level 11-G	NeedsReview	1	0	1
Level 2	NeedsReview	1	0	1
Level 3	NeedsReview	1	0	1
Levels 000	NeedsReview	1	0	1
Levels 1 and 2	NeedsReview	1	1	0
Levels 3 and 4	NeedsReview	1	1	0
Levels 5 and 6	NeedsReview	1	1	0
Levels-B	NeedsReview	1	0	1
Li Cheng	NeedsReview	1	0	1
Library	NeedsReview	1	0	1
Light Cycles and Sum Game - EU	NeedsReview	1	1	0
Light Phaser	NeedsReview	1	0	1
Lightcycles Trundle, Battleships, Snooker, Lazer Maze, Hi-Lo, Alf the Apple Eater, Pontoon, Blitz-Kreig, Shanghai, Lovehearts, Squiggle, OXO, Goalie, Explode, and Rescue - EU	NeedsReview	1	1	0
Lightcycles Trundle, Hi-Lo, and SAM Crossword - EU	NeedsReview	1	1	0
Line Games - EU	Region+Label	1	1	0
Lines Mode Unlock Patch by Gallaux - NA	HackOrPatchCredit	1	1	0
Link! and Bouncing Things - EU	NeedsReview	1	1	0
Lock-on	NeedsReview	1	0	1
Long Yu Tianxia	NeedsReview	1	1	0
Lost & Found Volume 2	NeedsReview	1	0	1
Ludum Dare 44	NeedsReview	1	1	0
Ludum Dare 47	NeedsReview	1	1	0
Ludum Dare 50	NeedsReview	1	1	0
Ludum Dare 52	NeedsReview	1	1	0
Luna Software	NeedsReview	1	1	0
Lycanthrope Fix by Zoinkity - NA	NeedsReview	1	1	0
M-16	NeedsReview	1	1	0
M-D2	NeedsReview	1	1	0
M-I6	NeedsReview	1	0	1
M-U1	NeedsReview	1	1	0
MAX - v01	NeedsReview	1	1	0
MAX - v02	NeedsReview	1	1	0
MAX v01	NeedsReview	1	1	0
MAX v02 - Alt	NeedsReview	1	1	0
MD102	NeedsReview	1	1	0
MDST17FF	NeedsReview	1	0	1
MDST6636	NeedsReview	1	0	1
MDSTEE13	NeedsReview	1	0	1
MR4-1 A	NeedsReview	1	1	0
Macbeth and Tetris - EU	NeedsReview	1	1	0
Maciej Malecki - 2022	NeedsReview	1	1	0
Mad Dog - NA, Rev 1 - Disc 3	NeedsReview	1	1	0
Mad Productions - 2010	NeedsReview	1	1	0
Made in EU, Made in Japan	NeedsReview	1	0	1
Magfest 2023	NeedsReview	1	1	0
Magic - EU	NeedsReview	1	1	0
Magical Drop +1	NeedsReview	1	0	1
Magical Drop III	NeedsReview	1	0	1
Magicalpha - EU	NeedsReview	1	1	0
Mahjong de Pon!	NeedsReview	1	0	1
Majesco	NeedsReview	1	0	1
Manic Remix, Triple Peaks, The Thief, Tron, and Ant Farm - EU	NeedsReview	1	1	0
Mariano Kalafatovich - v1.1 - 2021	NeedsReview	1	1	0
